"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1960",,,"4010",,"4010","0","130","0","89","0","0",,"0","0","0","0","0","0","0","0","345","0","58","0","34","0,0122,","0",",0,1231,+","0.0",",0,1231,+","6.07",",0,0910,","93","0,0715,+",,,,,"269",,"269","0","70.29",",0",,,"0.0",",0","75.2","0","82.5","0","67.9","0",,,,,,,,,"113","X",,,,,,,"78.3","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1961",,,"4173",,"4173","0","109","0","60","0","0",,"0","0","0","0","0","0","0","0","351","0","54","0","39","0,1230,+","0",",0,1231,+","0.0",",0,1231,+","2.90",",0,0527,","93","0,0802,",,,,,"188",,"188","0","41.73",",0",,,"0.0",",0","75.9","0","83.1","0","68.7","0",,,,,,,,,"315","X",,,,,,,"50.6","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1962",,,"3797",,"3797","0","110","0","65","0","0",,"0","0","0","0","0","0","0","0","345","0","47","0","35","0,1214,+","0",",0,1231,+","0.0",",0,1231,+","3.57",",0,1109,","93","0,0807,+",,,,,"170",,"170","0","42.29",",0",,,"0.0",",0","74.7","0","82.5","0","66.9","0",,,,,,,,,"225","X",,,,,,,"54.1","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1963",,,"3794",,"3794","0","116","0","80","0","0",,"0","0","0","0","0","0","0","0","344","0","49","0","43","0,1225,","0",",0,1231,+","0.0",",0,1231,+","3.74",",0,0920,","95","0,0707,",,,,,"261",,"261","0","46.12",",0",,,"0.0",",0","74.7","0","82.1","0","67.4","0",,,,,,,,,"248","X",,,,,,,"51.7","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1964",,,"4315",,"4315","0","127","0","80","0","0",,"0","0","0","0","0","0","0","0","351","0","39","0","36","0,0115,","0",",0,1231,+","0.0",",0,1231,+","6.41",",0,0827,","93","0,0819,",,,,,"261",,"261","0","60.21",",0",,,"0.0",",0","76.4","0","82.7","0","70.1","0",,,,,,,,,"315","X",,,,,,,"100.0","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1965",,,"4128",,"4128","0","117","0","77","0","0",,"0","0","0","0","0","0","0","0","358","0","20","0","35","0,0118,","0",",0,1231,+","0.0",",0,1231,+","5.67",",0,1014,","93","0,0416,",,,,,"117",,"117","0","58.41",",0",,,"0.0",",0","75.9","0","83.1","0","68.8","0",,,"60","X",,,,,"68","X","68.9","X",,,,,"94.2","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1966",,,"3596",,"3596","0","157","0","103","0","0",,"0","0","0","0","0","0","0","0","347","0","26","0","35","0,0131,","0",",0,1231,+","0.0",",0,1231,+","4.54",",0,0222,","94","0,0719,+",,,,,"149",,"149","0","82.11",",0",,,"0.0",",0","74.3","0","81.3","0","67.3","0",,,"40","X",,,,,"45","X","46.1","X",,,,,"63.3","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1967",,,"4064",,"4064","0","132","0","91","0","0",,"0","0","0","0","0","0","0","0","357","0","33","0","36","0,0226,","0",",0,1231,+","0.0",",0,1231,+","4.74",",0,0612,","94","0,0622,",,,,,"145",,"145","0","66.26",",0",,,"0.0",",0","75.8","0","82.8","0","68.8","0",,,"320","X",,,,,"135","X","38.0","X",,,,,"58.6","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1968",,,"3758",,"3758","0","143","0","99","0","0",,"0","0","0","0","0","0","0","0","343","0","44","0","34","0,1216,","0",",0,1231,+","0.0",",0,1231,+","4.42",",0,0519,","93","0,0906,+",,,,,"250",,"250","0","83.41",",0",,,"0.0",",0","74.3","0","81.2","0","67.4","0",,,"310","X",,,,,"135","X","33.1","X",,,,,"52.8","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1969",,,"4068",,"4068","0","143","0","99","0","0",,"0","0","0","0","0","0","0","0","350","0","70","0","44","0,1227,+","0",",0,1231,+","0.0",",0,1231,+","3.48",",0,1030,","96","0,0726,",,,,,"248",,"248","0","71.52",",0",,,"0.0",",0","75.5","0","82.2","0","68.8","0",,,"320","X",,,,,"68","X","28.0","X",,,,,"42.5","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1970",,,"4219",,"4219","0","111","0","68","0","0",,"0","0","0","0","0","0","0","0","347","0","40","0","35","0,0110,","0",",0,1231,+","0.0",",0,1231,+","3.93",",0,0529,","96","0,0805,",,,,,"282",,"282","0","44.74",",0",,,"0.0",",0","75.8","0","82.1","0","69.4","0",,,"320","X",,,,,"270","X","34.9","X",,,,,"44.7","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1971",,,"4325",,"4325","0","123","0","90","0","0",,"0","0","0","0","0","0","0","0","357","0","28","0","35","0,0120,","0",",0,1231,+","0.0",",0,1231,+","3.09",",0,0625,","96","0,0430,",,,,,"224",,"224","0","50.73",",0",,,"0.0",",0","76.4","0","82.9","0","69.9","0",,,"190","X",,,,,"225","X","36.9","X",,,,,"58.6","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1972",,,"4079",,"4079","0","147","0","96","0","0",,"0","0","0","0","0","0","0","0","359","0","3","0","42","0,0220,","0",",0,1231,+","0.0",",0,1231,+","4.20",",0,0518,","91","0,0608,",,,,,"42",,"42","0","63.16",",0",,,"0.0",",0","75.9","0","82.2","0","69.6","0",,,"240","X",,,,,"360","X","30.0","X",,,,,"55.3","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1973",,,"4246",,"4246","0","141","0","91","0","0",,"0","0","0","0","0","0","0","0","348","0","13","0","39","0,1222,","0",",0,1231,+","0.0",",0,1231,+","2.72",",0,0831,","91","0,0510,",,,,,"146",,"146","0","53.25",",0",,,"0.0",",0","76.0","0","82.1","0","69.9","0",,,"110","X",,,,,"135","X","40.0","X",,,,,"44.7","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1974",,,"4573",,"4573","0","141","0","80","0","0",,"0","0","0","0","0","0","0","0","357","0","51","0","44","0,0211,","0",",0,1231,+","0.0",",0,1231,+","4.22",",0,0603,","93","0,0711,+",,,,,"135",,"135","0","49.01",",0",,,"0.0",",0","77.3","0","83.5","0","71.0","0",,,"50","X",,,,,"360","X","31.1","X",,,,,"46.1","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1975",,,"4481",,"4481","0","134","0","80","0","0",,"0","0","0","0","0","0","0","0","357","0","22","0","42","0,1222,","0",",0,1231,+","0.0",",0,1231,+","1.85",",0,0704,","93","0,0415,",,,,,"63",,"63","0","39.11",",0",,,"0.0",",0","76.9","0","83.2","0","70.8","0",,,"350","X",,,,,"360","X","34.9","X",,,,,"48.3","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1976",,,"3935",,"3935","0","126","0","85","0","0",,"0","0","0","0","0","0","0","0","349","0","13","0","40","0,0118,","0",",0,1231,+","0.0",",0,1231,+","3.45",",0,0528,","93","0,0808,+",,,,,"210",,"210","0","55.94",",0",,,"0.0",",0","75.3","0","81.3","0","69.2","0",,,"190","X",,,,,"180","X","30.0","X",,,,,"49.4","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1977",,,"4123",,"4123","0","118","0","77","0","0",,"0","0","0","0","1","0","0","0","341","0","38","0","31","0,0120,","0",",0,1231,+","0.0",",0,1231,+","11.51",",0,0504,","92","0,1003,+",,,"31","0,0120","282",,"282","0","64.98",",0",,,"0.0",",0","75.4","0","81.6","0","69.2","0",,,"330","X",,,,,"315","X","32.0","X",,,,,"43.6","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1978",,,"4106",,"4106","0","152","0","101","0","0",,"0","0","0","0","0","0","0","0","336","0","13","0","39","0,0223,","0",",0,1231,+","0.0",",0,1231,+","2.01",",0,0618,","92","0,0821,",,,,,"335",,"335","0","45.86",",0","64.4","X","0.0",",0","75.5","0","81.5","0","69.4","0","172620",",X","240","X",,,,,"225","X","46.1","X",,,,,"50.6","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1979",,,"4129",,"4129","0","123","0","66","0","0",,"0","0","0","0","0","0","0","0","345","0","28","0","40","0,0103,","0",",0,1231,+","0.0",",0,1231,+","14.85",",0,0425,","94","0,0604,",,,,,"185",,"185","0","60.15",",0","69.9","X","0.0",",0","75.7","0","81.9","0","69.5","0","187128",",X","120","X",,,,,"225","X","36.9","X",,,,,"54.1","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1980",,,"4219",,"4219","0","113","0","78","0","0",,"0","0","0","0","1","0","0","0","344","0","50","0","32","0,0303,","0",",0,1231,+","0.0",",0,1231,+","4.02",",0,0407,","95","0,1001,+",,,"32","0,0303","207",,"207","0","57.34",",0","76.6","X","0.0",",0","75.8","0","82.5","0","69.1","0","205548",",X","320","X",,,,,"315","X","51.9","X",,,,,"62.2","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1981",,,"4207",,"4207","0","114","0","70","0","0",,"0","0","0","0","1","0","0","0","346","0","94","0","32","0,0113,","0",",0,1231,+","0.0",",0,1231,+","3.13",",0,0925,","98","0,0719,",,,"32","0,0113","281",,"281","0","50.78",",0","84.6","X","0.0",",0","75.7","0","83.5","0","67.9","0","225582",",X","310","X",,,,,"315","X","44.1","X",,,,,"50.6","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1982",,,"4665",,"4665","0","149","0","91","0","0",,"0","0","0","0","0","0","0","0","360","0","81","0","33","0,0112,","0",",0,1231,+","0.0",",0,1231,+","7.25",",0,0424,","96","0,0802,",,,,,"155",,"155","0","67.46",",0","73.9","X","0.0",",0","77.5","0","84.3","0","70.8","0","196476",",X","300","X",,,,,"135","X","30.0","X",,,,,"41.4","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1983",,,"3994",,"3994","0","139","0","95","0","0",,"0","0","0","0","0","0","0","0","346","0","83","0","33","0,1226,","0",",0,1231,+","0.0",",0,1231,+","2.66",",0,0227,","98","0,0724,",,,,,"145",,"145","0","57.44",",0","72.6","X","0.0",",0","75.4","0","82.8","0","67.9","0","195666",",X","250","X",,,,,"270","X","40.9","X",,,,,"48.3","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1984","8.7","X","3850",,"3850","0","137","0","84","0","0",,"0","0","0","0","0","0","0","0","356","0","44","0","44","0,0301,+","0",",0,1231,+","0.0",",0,1231,+","4.15",",0,0528,","96","0,0811,",,,,,"190",,"190","0","60.05",",0",,,"0.0",",0","75.1","0","82.6","0","67.6","0","173250",",X","360","X",,,,,"315","X","34.9","X",,,,,"55.3","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1985","10.1","X","4099",,"4099","0","127","0","87","0","0",,"0","0","0","0","1","0","0","0","345","0","70","0","30","0,0122,","0",",0,1231,+","0.0",",0,1231,+","3.25",",0,0809,","98","0,0604,",,,"30","0,0122","243",,"243","0","56.29",",0",,,"0.0",",0","75.4","0","83.4","0","67.4","0","180365",",X","70","X",,,,,"135","X","38.0","X",,,,,"50.6","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1986","9.4","X","4320",,"4320","0","142","0","99","0","0",,"0","0","0","0","0","0","0","0","354","0","92","0","36","0,0128,","0",",0,1231,+","0.0",",0,1231,+","3.90",",0,0521,","95","0,0731,+",,,,,"242",,"242","0","66.16",",0",,,"0.0",",0","76.4","0","84.2","0","68.6","0","204863",",X","190","X",,,,,"315","X","34.9","X",,,,,"44.7","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1987","10.3","X","4376",,"4376","0","122","0","78","0","0",,"0","0","0","0","0","0","0","0","351","0","93","0","41","0,0128,","0",",0,1231,+","0.0",",0,1231,+","3.63",",0,0627,","98","0,0809,",,,,,"138",,"138","0","50.30",",0",,,"0.0",",0","76.5","0","84.0","0","69.0","0","198616",",X","110","X",,,,,"135","X","31.1","X",,,,,"50.6","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1988","11.2","X","4410",,"4410","0","118","0","70","0","0",,"0","0","0","0","0","0","0","0","349","0","95","0","43","0,1218,","0",",0,1231,+","0.0",",0,1231,+","2.63",",0,0814,","94","0,0809,+",,,,,"151",,"151","0","44.60",",0",,,"0.0",",0","76.6","0","83.9","0","69.3","0","182968",",X","180","X",,,,,"225","X","31.1","X",,,,,"46.1","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1989","10.1","X","4738",,"4738","0","116","0","73","0","0",,"0","0","0","0","2","0","0","0","355","0","117","0","30","0,1225,","0",",0,1231,+","0.0",",0,1231,+","3.54",",0,0830,","97","0,0816,","31","0,1224",,,"108",,"108","0","42.63",",0",,,"0.0",",0","77.4","0","85.3","0","69.6","0","213601",",X","150","X",,,,,"180","X","31.1","X",,,,,"57.5","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1990","8.7","X","4815",,"4815","0","135","0","78","0","0",,"0","0","0","0","0","0","0","0","363","0","95","0","49","0,0113,","0",",0,1231,+","0.0",",0,1231,+","4.67",",0,0409,","98","0,0801,",,,,,"126",,"126","0","51.72",",0",,,"0.0",",0","78.1","0","85.3","0","71.0","0","205819",",X","250","X",,,,,"270","X","42.9","X",,,,,"52.8","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1991","8.5","X","4745",,"4745","0","160","0","101","0","0",,"0","0","0","0","0","0","0","0","362","0","101","0","41","0,0216,","0",",0,1231,+","0.0",",0,1231,+","8.59",",0,1008,","95","0,0820,+",,,,,"45",,"45","0","71.46",",0",,,"0.0",",0","77.8","0","84.8","0","70.8","0","173553",",X","300","X",,,,,"315","X","36.9","X",,,,,"57.5","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1992","9.2","X","4446",,"4446","0","128","0","87","0","0",,"0","0","0","0","0","0","0","0","359","0","90","0","46","0,0116,","0",",0,1231,+","0.0",",0,1231,+","7.56",",0,1118,","97","0,0705,+",,,,,"63",,"63","0","57.84",",0",,,"0.0",",0","76.9","0","84.1","0","69.8","0","155848",",X","120","X",,,,,"90","X","85.9","X",,,,,"115.0","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1993","9.8","X","4586",,"4586","0","126","0","83","0","0",,"0","0","0","0","0","0","0","0","357","0","85","0","44","0,0315,","0",",0,1231,+","0.0",",0,1231,+","5.73",",0,1108,","97","0,0821,",,,,,"48",,"48","0","62.81",",0",,,"0.0",",0","77.3","0","84.4","0","70.2","0","140724",",X","220","X",,,,,"225","X","38.0","X",,,,,"58.6","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1994","9.2","X","4840",,"4840","0","147","0","97","0","0",,"0","0","0","0","0","0","0","0","357","0","74","0","50","0,0106,","0",",0,1231,+","0.0",",0,1231,+","6.57",",0,0812,","96","0,0610,",,,,,"82",,"82","0","79.59",",0",,,"0.0",",0","78.1","0","84.5","0","71.6","0",,,"220","X",,,,,"45","X","38.0","X",,,,,"49.4","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1995","6.9","X","4630",,"4630","0","138","0","93","0","0",,"0","0","0","0","0","0","0","0","347","0","86","0","39","0,0209,","0",",0,1231,+","0.0",",0,1231,+","4.86",",0,0620,","97","0,0815,+",,,,,"113",,"113","0","79.33",",0",,,"0.0",",0","77.1","0","84.0","0","70.3","0","204644",",X","290","X",,,,,"135","X","33.1","X",,,,,"60.8","X"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1996","8.3","X","4426",,"4426","0","134","0","93","0","0",,"0","0","0","0","0","0","0","0","350","0","80","0","37","0,0205,","0",",0,1231,+","0.0",",0,1231,+","4.39",",0,0521,","94","0,0623,",,,,,"273",,"273","0","57.74",",0",,,"0.0",",0","76.5","0","83.6","0","69.4","0",,,,,,,,,,,,,,,,,,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1997","8.1","X","4643",,"4643","0","158","0","95","0","0",,"0","0","0","0","0","0","0","0","352","0","81","0","37","0,0119,","0",",0,1231,+","0.0",",0,1231,+","5.89",",0,0609,","94","0,0807,+",,,,,"89",,"89","0","70.65",",0",,,"0.0",",0","77.4","0","84.1","0","70.6","0",,,,,"290","X","280","X",,,,,"38.0","X","55.0","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1998","8.5","X","4791",,"4791","0","143","0","88","0","0",,"0","0","0","0","0","0","0","0","351","0","114","0","49","0,0313,+","0",",0,1231,+","0.0","T,0,0506,","4.96",",0,1104,","98","0,0703,",,,,,"135",,"135","0","70.26",",0",,,"0.0","T,0","77.8","0","84.4","0","71.3","0",,,,,"190","X","190","X",,,,,"55.0","X","104.0","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","1999","7.8","X","4362",,"4362","0","145","0","100","0","0",,"0","0","0","0","0","0","0","0","359","0","71","0","44","0,0106,","0",",0,1231,+","0.0","T,0,0518,","6.81",",0,1015,","96","0,0802,+",,,,,"71",,"71","0","64.15",",0",,,"0.0","T,0","76.7","0","83.8","0","69.6","0",,,,,"90","X","90","X",,,,,"59.1","X","70.0","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2000","7.8","X","4421",,"4421","0","136","0","75","0","0",,"0","0","0","0","0","0","0","0","354","0","70","0","42","0,1231,","0",",0,1231,+","0.0","T,0,0515,","12.56",",0,1003,","95","0,0716,",,,,,"85",,"85","0","61.07",",0",,,"0.0","T,0","76.7","0","83.7","0","69.8","0",,,,,"100","X","320","X",,,,,"30.0","X","38.9","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2001","8.3","X","4468",,"4468","0","135","0","80","0",,,,,"0","0","0","0","0","0","352","0","69","0","39","0,0105,",,,,,"4.71",",0,1021,","94","0,0826,+",,,,,"190",,"190","0","72.07",",0",,,,,"76.8","0","83.6","0","70.1","0",,,,,"130","X","210","X",,,,,"34.9","X","49.0","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2002","8.1","X","4712",,"4712","0","139","0","88","0",,,,,"0","0","0","0","0","0","358","0","74","0","42","0,0104,",,,,,"4.18",",0,0626,","95","0,0801,",,,,,"87",,"87","0","63.33",",0",,,,,"77.6","0","84.4","0","70.8","0",,,,,"320","X","280","X",,,,,"30.0","X","38.9","X",,
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2003","7.4","X","4673",,"4673","0","141","0","93","0",,,,,"0","0","0","0","0","0","351","0","68","0","36","0,0124,",,,,,"4.67",",0,0702,","93","0,0322,",,,,,"143",,"143","0","72.14",",0",,,,,"77.3","0","84.3","0","70.4","0",,,,,"260","X","260","X",,,,,"42.9","X","51.0","X",,
