"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1960",,,"2951",,"2951","0","119","0","68","0","1",,"1","0","0","0","12","0","0","0","264","0","91","0","26","0,0225,","3",",0,0213,","4.4",",0,0212,","6.57",",0,0626,","98","0,0730,+","30","0,1221",,,,,,,,,"31","0,0304","27","0,0226",,,,,,,"1786",,"1786","0","53.72",",0",,,"4.4",",0","68.5","0","77.2","0","59.7","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1961",,,"2893",,"2893","0","107","0","67","0","0",,"0","0","0","0","12","0","0","0","286","0","91","0","28","0,0129,","0",",0,1231,+","0.0","T,0,1213,","5.63",",0,0618,","96","0,0906,+","32","0,1213",,,,,,,,,"31","0,0208","28","0,0129",,,,,,,"1357",,"1357","0","63.00",",0",,,"0.0","T,0","69.2","0","78.7","0","59.6","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1962",,,"3051",,"3051","0","94","0","55","0","0",,"0","0","0","0","10","0","2","0","288","0","109","0","17","0,0112,+","0",",0,1231,+","0.0",",0,1231,+","2.75",",0,1127,","106","0,0813,","29","0,1212","26","0,1213",,,,,,,"32","0,0301","25","0,0113","17","0,0112","17","0,0112",,,"1340",,"1340","0","37.17",",0",,,"0.0",",0","69.7","0","79.9","0","59.5","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1963",,,"3342",,"3342","0","72","0","51","0","0",,"0","0","0","0","24","0","1","0","276","0","121","0","17","0,0124,","0","T,0,0114,","0.0","T,0,0212,+","2.70",",0,0621,","100","0,0616,","32","0,1203","28","0,1215","19","0,1223","19","0,1223",,,"27","0,0214","27","0,0214","24","0,0125","17","0,0124",,,"1477",,"1477","0","32.30",",0",,,"0.0","T,0","69.5","0","79.9","0","59.2","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1964",,,"2875",,"2875","0","102","0","60","0","0",,"0","0","0","0","14","0","0","0","278","0","90","0","21","0,0114,","0",",0,1231,+","0.0","T,0,0221,","3.26",",0,1210,","101","0,0725,","32","0,1206",,,,,,,,,"30","0,0223","27","0,0222","21","0,0114",,,,,"1724",,"1724","0","39.15",",0",,,"0.0","T,0","68.6","0","78.1","0","59.1","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1965",,,"3279",,"3279","0","105","0","56","0","0",,"0","0","0","0","8","0","0","0","293","0","105","0","23","0,0117,","0",",0,1231,+","0.0","T,0,0224,","2.73",",0,0522,","100","0,0728,",,,,,,,,,,,"29","0,0320","28","0,0304","23","0,0117",,,,,"1319",,"1319","0","38.01",",0","63.1","X","0.0","T,0","70.9","0","80.5","0","61.2","0","168660",",X","170","X",,,,,"44.1","X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1966",,,"2884",,"2884","0","107","0","71","0","0",,"0","0","0","0","18","0","0","0","272","0","86","0","20","0,0130,","0",",0,1231,+","0.0",",0,1231,+","5.18",",0,0414,","97","0,0731,+","27","0,1211","27","0,1211",,,,,,,"32","0,0205","20","0,0130","20","0,0130","20","0,0130",,,"1297",,"1297","0","59.16",",0","57.6","X","0.0",",0","68.6","0","77.8","0","59.5","0","154668",",X","160","X",,,,,"38.0","X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1967",,,"3079",,"3079","0","92","0","51","0","0",,"0","0","0","0","8","0","0","0","294","0","80","0","26","0,0104,","0",",0,1231,+","0.0","T,0,0109,","2.52",",0,1209,","99","0,0626,","30","0,1223",,,,,,,,,"30","0,0223","28","0,0207",,,,,,,"1219",,"1219","0","36.49",",0","59.5","X","0.0","T,0","70.1","0","80.2","0","60.1","0","161178",",X","290","X",,,,,"34.9","X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1968",,,"2937",,"2937","0","126","0","78","0","0",,"1","0","0","0","10","0","0","0","278","0","81","0","28","0,0114,","0",",0,1231,+","1.0",",0,0322,","6.35",",0,0510,","96","0,0822,+","32","0,1112",,,,,,,,,"29","0,0301","28","0,0114",,,,,,,"1525",,"1525","0","61.47",",0","52.3","X","1.0",",0","68.6","0","78.0","0","59.3","0","140880",",X","170","X",,,,,"40.9","X",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1969",,,"3140",,"3140","0","86","0","60","0","0",,"0","0","0","0","8","0","0","0","282","0","116","0","27","0,0105,","0",",0,1231,+","0.0",",0,1231,+","2.80",",0,1205,","101","0,0811,+","28","0,1115","28","0,1115",,,,,,,"32","0,0106","27","0,0105",,,,,,,"1332",,"1332","0","42.30",",0",,,"0.0",",0","70.0","0","79.6","0","60.4","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1970",,,"2957",,"2957","0","100","0","65","0","0",,"0","0","0","0","12","0","0","0","282","0","99","0","19","0,0107,","0",",0,1231,+","0.0","T,0,0317,+","4.22",",0,0521,","99","0,0704,","30","0,1116",,,,,,,,,"31","0,0204","28","0,0203","19","0,0107","19","0,0107",,,"1470",,"1470","0","56.35",",0",,,"0.0","T,0","69.1","0","78.7","0","59.5","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1971",,,"3037",,"3037","0","88","0","55","0","0",,"0","0","0","0","10","0","0","0","313","0","90","0","26","0,0209,+","0",",0,1231,+","0.0",",0,1231,+","2.65",",0,0910,","99","0,0720,",,,,,,,,,,,"28","0,0304","28","0,0304",,,,,,,"1111",,"1111","0","36.92",",0",,,"0.0",",0","70.6","0","80.3","0","60.9","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1972",,,"3192",,"3192","0","81","0","65","0","0",,"0","0","0","0","10","0","0","0","293","0","104","0","25","0,0106,+","0",",0,1231,+","0.0",",0,1231,+","6.20",",0,0427,","97","0,0904,","32","0,1201","28","0,1216",,,,,,,"28","0,0204","28","0,0204",,,,,,,"846",,"846","0","53.38",",0",,,"0.0",",0","70.4","0","79.8","0","60.9","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1973",,,"3017",,"3017","0","103","0","75","0","0",,"0","0","0","0","13","0","0","0","287","0","83","0","21","0,0112,","0",",0,1231,+","0.0","T,0,0217,+","7.07",",0,0707,","97","0,0527,","32","0,1219","23","0,1221","23","0,1221",,,,,"31","0,0211","26","0,0210","21","0,0112",,,,,"1592",,"1592","0","80.61",",0",,,"0.0","T,0","69.7","0","78.8","0","60.5","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1974",,,"3096",,"3096","0","95","0","75","0","0",,"0","0","0","0","6","0","0","0","302","0","93","0","31","0,1130,+","0",",0,1231,+","0.0",",0,1231,+","3.68",",0,1031,","97","0,0728,+","31","0,1130",,,,,,,,,"31","0,0225",,,,,,,,,"951",,"951","0","57.96",",0",,,"0.0",",0","70.5","0","79.7","0","61.3","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1975",,,"2944",,"2944","0","89","0","66","0","0",,"0","0","0","0","8","0","0","0","287","0","79","0","25","0,0113,","0",",0,1231,+","0.0","T,0,0112,","4.85",",0,0609,","97","0,0731,","30","0,1123",,,,,,,,,"27","0,0207","27","0,0207",,,,,,,"1116",,"1116","0","49.10",",0",,,"0.0","T,0","69.7","0","79.2","0","60.2","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1976",,,"2520",,"2520","0","103","0","82","0","0",,"0","0","0","0","12","0","0","0","272","0","79","0","21","0,0108,","0",",0,1231,+","0.0","T,0,1128,","5.75",",0,0615,","98","0,0807,+","28","0,1128","28","0,1128",,,,,,,"31","0,0223","26","0,0109","21","0,0108",,,,,"1190",,"1190","0","69.67",",0",,,"0.0","T,0","67.5","0","77.1","0","58.0","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1977",,,"3115",,"3115","0","88","0","66","0","0",,"0","0","0","0","13","0","0","0","282","0","117","0","20","0,0110,","0",",0,1231,+","0.0","T,0,0201,","3.62",",0,0420,","98","0,0802,+","28","0,1221","28","0,1221",,,,,,,"31","0,0129","28","0,0120","24","0,0119","20","0,0110",,,"1979",,"1979","0","41.78",",0",,,"0.0","T,0","69.4","0","79.2","0","59.6","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1978",,,"3005",,"3005","0","89","0","70","0","0",,"0","0","0","0","24","0","1","0","265","0","109","0","24","0,1210,+","0","T,0,0120,+","0.0","T,0,1208,+","3.05",",0,1126,","97","0,0718,+","31","0,1208","28","0,1209","24","0,1210",,,,,"31","0,0310","24","0,0222","24","0,0222",,,,,"1919",,"1919","0","44.49",",0",,,"0.0","T,0","67.7","0","77.4","0","58.1","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1979",,,"2625",,"2625","0","101","0","83","0","0",,"0","0","0","0","22","0","0","0","268","0","67","0","16","0,0102,","0",",0,1231,+","0.0","T,0,1123,+","8.83",",0,0919,","95","0,0717,","32","0,1129",,,,,,,,,"31","0,0210","26","0,0209","20","0,0114","20","0,0114","16","0,0102","1655",,"1655","0","83.02",",0",,,"0.0","T,0","67.2","0","76.6","0","57.8","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1980",,,"3072",,"3072","0","77","0","62","0","0",,"0","0","0","0","12","0","0","0","278","0","109","0","24","0,0302,","0","T,0,0202,","0.0","T,0,0202,","2.30",",0,0120,","103","0,0717,","32","0,1126","28","0,1127",,,,,,,"26","0,0303","26","0,0303","24","0,0302",,,,,"1469",,"1469","0","39.71",",0",,,"0.0","T,0","69.3","0","79.0","0","59.5","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1981",,,"2980",,"2980","0","86","0","73","0","0",,"0","0","0","0","10","0","0","0","286","0","86","0","20","0,0211,","0",",0,1231,+","0.0",",0,1231,+","9.48",",0,0503,","98","0,0724,","30","0,1218",,,,,,,,,"27","0,0212","27","0,0212","20","0,0211","20","0,0211",,,"1553",,"1553","0","82.15",",0",,,"0.0",",0","69.4","0","78.5","0","60.3","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1982",,,"3095",,"3095","0","81","0","68","0","0",,"0","0","0","0","11","0","0","0","280","0","110","0","15","0,0111,","0",",0,1231,+","0.0",",0,1231,+","3.60",",0,0513,","101","0,0814,","31","0,1213",,,,,,,,,"30","0,0307","28","0,0206","19","0,0114","19","0,0114","15","0,0111","1330",,"1330","0","46.42",",0",,,"0.0",",0","69.5","0","78.6","0","60.4","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1983",,,"2583",,"2583","0","99","0","71","0","0",,"0","0","0","0","13","0","4","0","268","0","67","0","13","0,1225,","0",",0,1231,+","0.0","T,0,1223,","2.92",",0,0521,","96","0,0831,+","31","0,1219","23","0,1222","23","0,1222","15","0,1224","15","0,1224","32","0,0123",,,,,,,,,"1462",,"1462","0","56.49",",0",,,"0.0","T,0","67.5","0","76.2","0","58.7","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1984",,,"2973",,"2973","0","88","0","62","0","0",,"0","0","0","0","9","0","0","0","292","0","78","0","23","0,0119,","0",",0,1231,+","0.0",",0,1231,+","4.18",",0,0814,","97","0,0718,+","30","0,1207",,,,,,,,,"31","0,0207","28","0,0121","23","0,0119",,,,,"1629",,"1629","0","49.74",",0",,,"0.0",",0","69.8","0","78.6","0","60.9","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1985",,,"3148",,"3148","0","97","0","57","0","0",,"0","0","0","0","13","0","1","0","278","0","76","0","20","0,0121,","0","T,0,0112,+","0.0","T,0,0203,+","4.28",",0,1111,","98","0,0901,+","32","0,1213","27","0,1214",,,,,,,"32","0,0203","24","0,0202","24","0,0202","20","0,0121",,,"1245",,"1245","0","47.55",",0",,,"0.0","T,0","69.7","0","77.7","0","61.6","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1986",,,"3178",,"3178","0","114","0","65","0","0",,"0","0","0","0","0","0","0","0","287","0","81","0","33","0,0212,","0",",0,1231,+","0.0",",0,1231,+","4.86",",0,0604,","99","0,0802,+",,,,,,,,,,,,,,,,,,,,,"995",,"995","0","53.84",",0",,,"0.0",",0","70.7","0","78.8","0","62.7","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1987",,,"2923",,"2923","0","99","0","61","0","0",,"0","0","0","0","4","0","0","0","277","0","91","0","29","0,0123,+","0",",0,1231,+","0.0","T,0,0121,","2.63",",0,0707,","98","0,0625,",,,,,,,,,,,"32","0,0331",,,,,,,,,"1412",,"1412","0","44.13",",0",,,"0.0","T,0","69.3","0","78.2","0","60.5","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1988",,,"2958",,"2958","0","86","0","44","0","0",,"0","0","0","0","9","0","0","0","283","0","82","0","26","0,0212,","0","T,0,0210,","0.0","T,0,0207,","1.88",",0,0317,","100","0,0808,",,,,,,,,,,,"26","0,0212","26","0,0212",,,,,,,"1444",,"1444","0","26.67",",0",,,"0.0","T,0","69.3","0","78.3","0","60.3","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1989",,,"2997",,"2997","0","110","0","57","0","0",,"0","0","0","0","20","0","5","0","277","0","70","0","9","0,1223,","0","T,0,1225,+","0.0","T,0,1222,+","8.58",",0,0801,","97","0,0902,","32","0,1209","23","0,1213","23","0,1213","15","0,1222","15","0,1222","29","0,0307","26","0,0306","24","0,0204",,,,,"1205",,"1205","0","53.34",",0",,,"0.0","T,0","68.8","0","77.0","0","60.6","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1991",,,"3303",,"3303","0","130","0","79","0","0",,"0","0","0","0","0","0","0","0","275","0","95","0","34","0,1124,+","0",",0,1231,+","0.0","T,0,0417,+","4.26",",0,0508,","97","0,0720,",,,,,,,,,,,,,,,,,,,,,"1208",,"1208","0","73.36",",0",,,"0.0","T,0","70.8","0","78.7","0","62.9","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1992",,,"2932",,"2932","0","127","0","85","0","0",,"0","0","0","0","3","0","0","0","278","0","81","0","29","0,1127,","0",",0,1231,+","0.0","T,0,0419,","3.08",",0,1101,","97","0,0826,","29","0,1127",,,,,,,,,"30","0,0116",,,,,,,,,"1054",,"1054","0","64.49",",0",,,"0.0","T,0","70.1","0","78.4","0","61.7","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1993",,,"2950",,"2950","0","109","0","73","0","0",,"0","0","0","0","3","0","0","0","267","0","86","0","30","0,1127,","0",",0,1231,+","0.0","T,0,0425,","7.02",",0,1020,","97","0,0818,+","30","0,1127",,,,,,,,,"32","0,0314",,,,,,,,,"1182",,"1182","0","61.09",",0",,,"0.0","T,0","69.5","0","77.8","0","61.2","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1994",,,"3032",,"3032","0","107","0","64","0","0",,"0","0","0","0","5","0","0","0","281","0","80","0","27","0,0202,","0",",0,1231,+","0.1",",0,0201,","7.86",",0,1017,","97","0,0815,+",,,,,,,,,,,"32","0,0210","27","0,0202",,,,,,,"1368",,"1368","0","58.67",",0",,,"0.1",",0","70.2","0","78.7","0","61.7","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1995",,,"3059",,"3059","0","106","0","66","0","0",,"0","0","0","0","2","0","0","0","286","0","93","0","31","0,1210,","0",",0,1231,+","0.0","T,0,0511,","4.18",",0,1217,","99","0,0728,","31","0,1210",,,,,,,,,,,,,,,,,,,"1048",,"1048","0","53.52",",0",,,"0.0","T,0","70.2","0","79.1","0","61.2","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1996",,,"3192",,"3192","0","95","0","54","0","0",,"0","0","0","0","16","0","0","0","298","0","89","0","23","0,0108,","0",",0,1231,+","0.0","T,0,1218,+","3.30",",0,0625,","97","0,0802,+","31","0,1218","25","0,1219",,,,,,,"32","0,0310","24","0,0205","24","0,0205",,,,,"1390",,"1390","0","36.83",",0",,,"0.0","T,0","70.0","0","79.3","0","60.8","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1997",,,"2948",,"2948","0","120","0","87","0","0",,"0","0","0","0","5","0","0","0","268","0","92","0","30","0,0111,","0",",0,1231,+","0.0","T,0,0427,","4.10",",0,0127,","98","0,0821,+","32","0,1214",,,,,,,,,"31","0,0114",,,,,,,,,"1162",,"1162","0","76.81",",0",,,"0.0","T,0","69.3","0","77.6","0","61.0","0",,,,,,,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","1998",,,"3637",,"3637","W","112","W","58","W",,,,,"0","W","1","W","0","W","285","W","128","W","29","W,1226,",,,,,"5.87",",W,0911,","102","W,0717,","29","W,1226",,,,,,,,,,,,,,,,,,,"1139",,"1139","W","56.63",",W",,,,,"72.3","W","81.0","W","63.5","W",,,,,,,,,,,,,,
